,star_rating,helpful_votes,total_votes,review
845,5,19,22,"GE over the range Microwave / Connvection Oven It works well. Does everything I bought it for. Easy to set  and operate. Does take a while to warm up for baking, but operating on 110v it is to be expected"
847,1,5,6,"What a dud We purchased the MW in Janurary, our contractor installed it the last week of April, it died two days later and Sharp service took three weeks/ two service calls only to have it go out ten minutes after they left. Amazon assures me that it will be resolved but not the seller. They want to repeatly waste our time and call service, have us wait then what? DON'T BUY THIS MICROWAVE."
848,5,0,2,"a good microwave Perfectly fit in my kitchen, and power is OK. it has everything I need for a basic microwave. I've been using it for several days, haven't found any problem yet."
850,1,11,16,"This microwave died after 4 uses I *hope* I sent in my warranty card!  I am calling the company today to request a refund.  I have not liked this microwave at all, and now it suddenly died.  I definitely want my money back.<br /><br />Edited:<br />I called the company and they told me to call Amazon.  I called Amazon and they issued a full refund.<br /><br />I do not recommend this microwave.  It is so flimsy that I had to hold it still with one hand in order to push buttons with the other.  Otherwise, it would slide across the counter."
851,5,0,0,"Worth it. Trust me. This may be more expensive than other microwaves, but trust me when I say it is totally worth it for the design and counter savings."
852,5,0,0,"Excellent microwave Great product, have owned 4 Sharp Carousel microwaves over the past 30 years or so and they always stand out over other microwaves I have used at friends and families homes. The ease of use and guaranteed result is worth it every time. The microwave is stylish and easy to clean, the design has changed little in the 3 decades because it works and does not need changed. The size as well is perfect for cooking anything microwavable. Having 1200 watts is a huge plus when cooking things like baked potatoes and frozen stuff that on a lesser powered microwave would take longer then posted times, but this oven will do the job in less time more often than not!  It is a stylish powerhouse!"
853,5,2,2,I recommend it ! I recommend this product because it works. Rarely do you find a product that works as well as it says. Read the instructions carefully and it will do the job.
854,4,6,8,Good value/small issue Microwave performs as expected and was a good value. Only complaint is with the alarm that sounds when the timer is complete. 5beeps is a bit much and the alarm does not stop even if you open the door until those 5 beeps are complete. Small issue but annoying all the same.
855,4,6,8,pretty good lil microwave its a microwave and it works like a microwave. Nothing fancy has the quick start buttons. Was the cheapest 1000w one I found and I have no complaints.
856,1,2,3,Worst EVER!! This is the worst microwave I have ever owned.  It takes twice as long to heat food.  We also have owned it for only a few months and the key pad broke.
858,5,0,0,"This fixed my microwave Works as advertised.  Much cheaper than a service call or a completely new microwave.  Just be sure you know how to confirm the problem so you know which part has failed (search youtube).  An oven that won't heat is often, but not always, a failed magnetron."
859,5,1,7,GOOD DEAL LOVE IT!!!!!  I AM HAPPY WITH MY  PURCHASE<br /> AND LOOK FORWARD TO MY NEXT DEAL.<br />KEEP THE DEALS CINUBG.  LOL
860,5,0,0,"Sharp R-1405 Microwave oven Arrived in two days instead of the week as reported, this was a great plus. It fit into the same spot as old Sharp, another plus. The mounting brackets were in a different location & constructed less sturdy than the old ones. The medal was cheaply made & much thinner. Overall I am happy with purchase."
861,5,0,0,Great Microwave This is the perfect microwave for my household. It is basically used for heating water and food. Couldn't ask for anything better.
863,4,134,147,"Good Buy So, I needed a basic microwave, nothing fancy. Let's face it, no kitchen can function can live with out one. Don't know how the settlers survived lol. Anyway, it arrived in about a week in perfect condition. And far exceeded my expectations. It looks just like the pic and even displays the time, and has a timer. It cooks very well also. Over all yes, buy it, you won't be disappointed."
864,3,0,0,"Wouldn't buy again. The door wants to catch.  When you push the numbers on the keyboard, they seem cheap.  You have to push hard for them to work right.  This is the second one of same microwave we've had.  Purchased it so wouldn't have to remount hardware.  This second one seems like it's a reject or a second that a store is trying to get rid of."
865,2,1,2,NOZZLE PROBLEMS AFTER I MADE EXTENSIVE PREPARATIONS TO PAINT THE CAVITY OF THE MICROWAVE I NOTICED THE NOZZLE HAD A CRACK IN IT THAT I COULD NOT SEE UNTIL I HAD APPLIED THE PAINT. THIS LED TO DRIPPING AND STREAKS IN THE PAINTING PROCESS. IT MADE A TERRIBLE MESS AND THE RESULT WAS NOT NEARLY AS GOOD AS I WOULD OF HOPED . TRIED TO FIND ANOTHER CAN THAT I COULD USE TO REPLACE THE DAMAGED NOZZLE BUT WITH NO RESULTS. MY SUGGESTION IS SPRAY SOMETHING TO TEST HOW WELL THE NOZZLE WORKS BEFORE USING ON ACTUAL APPLIANCE.
866,5,0,0,Whirlpool Microwave This microwave is perfect for a compact kitchen. I have more counter space that is now useable than I had before. It's small foot print is a blessing. It is large enough to accommodate my needs. The interior is spacious enough to reheat dinners or a slice of pizza. I like making popcorn in it. Would recommend this to anyone who has a small kitchen and is need of a unit with a smaller foot print.
867,2,1,1,Magnatron arrived without diode Magnetron came quickly but the diode was not in the package as advertised. I do not want to install the Magnetron without a new diode.
868,5,0,0,"Lovely Small package, but large inside. It will fit a full size plate. Perfect counter microwave. Takes up very little space in the corner. We love it. We have had many comments on how cool it looks from friends."
869,4,0,0,Save on Counter Space I was looking for a more compact microwave because I don't have a lot of counterspace.  This works pretty good for that.  The only thing I didn't like is that the cord is on the back right side instead of in the back middle.  So I was unable to put the microwave in the spot I wanted because it wouldn't reach the outlet.
870,3,0,1,Tippy - Be Careful Nice small size for an out of the way spot on kitchenh shelve under counter.  In opening and closing take great care as it easily l tips forward.
873,3,1,2,"Good performance, suspect reliability This is my second unit, replacing one installed in a custom-built cabinet.  I purchased this one solely for dimensional compatibility.  When working, this microwave is excellent in all respects.  It runs quietly, the controls are intuitive and it boasts a number of cooking programs that generally perform well.  Unfortunately, after 5.2 years in service the first unit failed.  I was told the failed component was the magnetron, an expensive part, so I simply replaced it.  I hope the premature failure of the first unit was an aberration."
875,4,0,1,"Roomy This is pretty roomie, has plenty of power and fits just about anywhere.  It looks like a TV though and is a bit loud."
876,1,5,7,Do not waste your money with this After our GE Caf¨¦ microwave touchpad went out after only 3 years GE said it would cost $800 to fix.  So we purchased this advantium oven.  It shipped and would not heat up.  We returned it but ended up getting a Breville countertop for $299 that we like much better.
877,5,0,0,Occasional use We got this as a backup when our large microwave broke.  It does a nice job and it's nice to have an extra one when more than one person wants to use it.  The smaller size is really nice and doesn't take up a lot of space.
878,4,0,1,"MICROWAVE CAVITY PAINT 98QBP0302 I bought 3 of this. if you sand/clean you microwave throughly, you only need to buy 2 to spray it"
879,4,0,1,I like it Worked great.
880,5,0,1,Microwave is great.. Works great.. and really great size for cooking multiple items.  easy to use without a lot of fancy buttons. I recommend this to others. But be sure of the size as this is a very large over the stove microwave.
881,5,4,5,"Whirlpool Microwave I love this. The cord is on the right, and short, I could have used the word on the left but other than that (because of my outlet location) it deserves a full 5 stars. It does reach to my outlet, but would have been nicer on the left for the location I have the microwave. Other than that, I love this little microwave, I do have too cook things 30-60 seconds longer however, the space I save it worth the extra cooking time. Heats up food, frozen vegetables, and makes small bagged popcorn perfectly. Fits a full sized plate or paper plate, fits a 10&#34; bowl about 5 inches high and that leaves some space too the top. This is not for cooking meals, small things only in my opinion and just what I needed and wanted."
882,1,2,4,"not what I thought I was ordering My understanding is this paint comes 2 ways, 1 with a small brush like fingernail paint and the other in a spray can application, by the looks of this picture I thought this was the brush application bottle not the spray bottle but I received the spray bottle and could not contact the company to exchange it. No one answered the phone but they said to leave a message but the message box was full."
883,5,0,0,Spacemaker Over the Range Microwave It is perfect for my needs for space.  Size is good and so far performance has been good The extra rack is a nice addition
884,3,0,0,"little experience with device yet. setup and install directions unbelievably bad Device ok after only 2 weeks except that operating touch panel is not the work of genius and not really touch.<br /><br />Big floppy paper templates for wall and overhead marks should be on or glued to stiff cardboard with perforations for marking. Author of directions too expert to convey simple things, failed to consider ceramic tiles on walls need carbide drills. Directions were accurate tho clumsy."
886,5,0,0,Perfect Exact device needed to solve my GE microwave problem. My wife is happy now ... so I can be happy too!
887,5,2,3,Excellent Price This was an excellent shopping experience.  I wish all my purchases could be made online with as little hassle as these. Great Shopping Experience.
888,5,0,0,"Love the compact size People always ask what the hell is that thing parked on the fridge, its the perfect size for me to warm up a single dish or a coffee! I dont cook in a microwave, its functional and its beautiful!"
889,5,5,6,"You can actually repair a Sharp Microwave that stops turning You can actually repair a Sharp Microwave that stops turning<br /><br />You'll be fooled at first because usually to fix some appliance, you remove the cover, or case, or housing, or whatever you call it --- the Cabinet.  Don't.  In fact, on a Sharp Microwave, they used some screws to hold on the cabinet that you don't have the wrench for.  It's like saying, &#34;These arent' the screws you're looking for.&#34;  (You don't need to see his identification papers,)<br /><br />The arcane baffling steps that aren't explained anywhere and that you haven't experienced before --<br />1. The little perforated plate near the center of the back, after you turn it upside down, is removed by ripping it away manfully.  Never done that before on ANYTHING.  No screws,  just hack at it.  You'll be thinking, &#34;But if I bend it and twist it, how will it go back on? &#34;  Well, first of all, you can dispense with it; but if you feel like it, you can flatten it and then turn it over and you'll see how it has little tabs on it to reinstall it.<br /><br />Actually , once you get that little perforated plate off there, it's trivially simple.<br /><br />Carry on."
890,2,1,2,"Stunk, hard to believe it is good for us. I bought this thinking common spray paint might be a bad idea. The can warned of the issue of fumes, which in the usual manor, I ignored. I sprayed my microwave, and man did it smell, and really seemed like I should not have been so casual about the warning. So then I thought, if the fumes are so bad, and they lasted for weeks, how good is this crap to be so close to our food, In my imagination, it seems worse than a can of Rustoleum! Who knows, it was fairly expensive for a small can, and it didn't give me a good feeling, but again, who knows?"
891,5,1,1,Awesome appliance I really love this microwave.  The design is modern and appealing and the function is ideal for application.  I am very satisfied with having this product on my kitchen countertop.
892,5,1,1,Good product! I use microwave just to rewarm my food. I barely use it to cook. The product is cheap and good for rewarming my food. I already used it for 2 months and have no problem. I don't know how long it is going to last. The product may also be good for cooking but I don't know since I don't cook with microwave.
893,5,96,111,"Great little microwave We needed a small microwave to fit in our newly refurbished 1995 VW Eurovan camper, and this one is perfect. It fits inside an existing cupboard. I had been researching small microwaves for a couple of months and noticed that most of them only had a light on when the microwave was in use, but not when the door is opened. This one lights when the door is opened which was important to us since it's in a small space rather than a brightly lit kitchen. Some reviewers complained that the glass plate didn't seem to fit or stay on the turntable mechanism. Despite this microwave being a different brand that the two we have at home, the turntable mechanism is the same, and it only fits together in one specific position. When it's properly aligned it pops into place and is very stable."
894,4,0,0,"It fits, it works So many negative reviews on this site. I agonized over getting it, but it fits my space so I did.  It works just fine and I'm happy to recommend it if you're stuck with a cabinet space like me that will only fit this microwave. It is a decent microwave for regular use."
896,5,6,6,"Love my microwave! Easy to use and doesn't take up alot of counter space. Also sits higher so it is easy to clean. A little shorter in height inside but it is just used for heating up food, not cooking a ham or turkey in it."
897,5,2,2,"Looks sleek. This brand was cheaper than some of the other major brands; however, this one was highly rated by Consumer Reports. Got here in  2 days!"
898,4,17,19,Good product for the price We use these in our break rooms where they get conciderably more than use than they would in a home enviroment. They are a great product for the price we seem to get on average 3 years use out of them. The more expensive ones we tried lasted about the same amount of time.
899,4,10,12,"Works Just fine If I had read the reviews before purchasing this unit, I probably would not have ordered  it.  After reading the reviews, I was worried that I had made a mistake.  However, I have had it for several weeks now, and it is working just fine.  I gave it 4 stars rather than 5 because the door is a little hard to open.  But for the money, it works quite well.  I'm pretty satisfied with this microwave."
902,5,0,0,"Purchase of Sharp Microwave Purchased from Amazon and was received within 5 days (exceptional).  Since it was the same model as my old one, installation was very easy with no new holes or brackets to install.  So far it works very well and I consider it, at this point, an exceptional purchase."
903,5,2,3,Works Great We have a GE oven/microwave combo (the microwave has the oven controls on it) and the paint was coming off the microwave.  I was concerned it was dangerous so I considered replacing the entire unit.  Then we heard about this paint and thought it was worth a try.  My husband is quite handy so he did the sanding and spraying and the microwave looks brand new.  Couldn't be happier and it sure beat the price of replacing the unit.
904,5,4,4,"Don't forget the Microwave. The appliance fits neatly my new kitchen perfectly, we hardly notice it is even there. The function works with all the setting of a regular machine, it just a lot smaller, the size a large dinner plate. I love it!"
905,4,3,3,"Compact, Attractive, Gets The Job Done Oven came quickly and well packaged and protected.  Gave it a try last night. I'm in the middle of some inside renovation, and used the microwave to have something quick to eat. Things I like about this oven,  is the  pull to open door, and being able to heat food using 15 second increments.  You can also adjust cooking times while the oven is in use. One other feature I really like is that the power cord is not ridiculously long.  You can plug this oven in and not have the cord showing from behind the microwave.<br /><br />This is a very solid oven and am pleased with my  purchase though it is a bit higher than most models.  Curved design of the oven also makes cleaning quicker and easier."
906,5,0,0,"Perfect! We were trying to find a microwave small enough to fit on the counter in our media room, but still large enough to make popcorn, and other things. This one fit the bill and it works great! We love it!"
907,3,1,2,"Looks and warms great but has a problem with the door closing Overall, the appearance of this item looks great! However, I just installed this and there seems to be a problem with the drawer closing properly. Essentially, when one uses the close button or attempts to close the drawer manually, it closes but then immediately reopens. I found a way around this until a service agent can come to fix it which is to hold it closed so it does not reopen. There is a little trick to it and it has to do with timing of when to hold it shut. I did warm up a biscuit in it and it worked beautifully, otherwise!"
908,1,0,1,"disappointed, baffled Disapointed in the fan suction. Doesn't seem to be pulling the air from over the stove, almost like there is a ducting leak, because there is plenty of air blowing."
909,3,1,3,"OK el cheapo microwave It does what I bought it to do: boil water and heat leftovers. As stated in other reviews, it heats VERY unevenly. Since I only plan on having this microwave for a year or a year and a half, I went into this purchase willing to put up with such an inconvenience.<br /><br />If you are looking for a good microwave, look elsewhere. If you are looking for a cheap microwave that will hold you over until you can buy something bigger and better, go ahead."
910,5,0,0,"Glad I bought it . . . This is a good little unit. I wanted something of smaller dimensions so I could put it into my RV. It fit perfectly, and it works just fine. Very attractive and very quiet. It's taken a while to get used to the new controls, but that's just because they're different, not bad. I plan to buy another for a small trailer that I have. In short I would recommend this to anybody."
911,5,0,0,"Genius Design With other microwaves, you lose not only it's own footprint in counter space, but also the clearance in front for the door to open.  With this one, the door opens 3 inches above the counter, plenty of room for other food prep. It tucks way back into the corner, previously wasted space.  It's heavy enough to stay put when pulling the door open, light enough to slide to the side for cleaning underneath.<br /><br />Some reviewers criticized the controls, but hey, anytime you get a new appliance, it takes a while to get used to the buttons.  Took me 2 rounds to decide the 30 second button was a great invention.<br /><br />My kids said &#34;Whoa, what's that!!!&#34; the first time they saw it.  I think that's high praise in kidspeak."
912,4,0,4,"Its good, recomende Its not working for what I buy this, but use in my home kitchen. Looks nice. Easy for who not use so much microwave. Want for my husband in Freightliner on road, have hot food"
914,1,1,2,Didnt even get to use it once Received this microwave.  The first time we tried to use it the top and the sides got extremely hot and it shut off .  It now has no power at all.  I will be returning this and not purchasing a new one.
915,5,1,1,Microwave Painting This product was easy to use and when the paint dried - the paint blended in and match the original inside paint perfectly!
916,4,0,1,Pretty good Purchased this ... Good for the price can't complain . I would recommend this to a friend if you need a simple small microwave !
917,5,0,0,If it is broke buy it!!! Great item!!! It fits it perfectly. I really enjoyed getting this item. I definitely recommend anyone to purchase this item.
920,5,0,0,Repaired my microwave. My turn table would not turn I ordered this part and put it in and the microwave is as good as new.
921,5,3,3,Saved my Microwave I had a ring of rust and metal on the bottom of my microwave oven.  My husband just wanted to buy a new oven but I had already ordered this product.  I worked great.  I followed direction I found online and my oven is like new again!
922,5,0,0,Perfect fit This was a replacement and the fit and quality was perfect.  I would recommend the product to anyone needing a replacement
924,5,4,5,"I was scared at first It is listed as stainless steel, but a magnet stuck tight to it.  This is not typical of stainless-not this much attraction.  Research through  Google showed some stainless is magnetic.  I knew this, but the attraction seemed too strong.Was this a stainless steel coating over iron-I do not know.<br /><br />The microwave has worked very well for me, I have no complaints.<br />Caution: Some cleaners can pit S.S. Amonia should NEVER be used on stainles!  IF-IF it was a S.S. coating and a PIT GOES to  TO THE IRON!<br /><br />My experience has been with microwaves that have the white enamel coating inside.  The coating starts to seperate  from the metal shell and fall into your food.  You remove it until it is almost all gone, leaving the exposed metal shell to rust.  This has happened to me several times.<br /><br />I am very pleased with the Danby Designer from Amazon."
925,2,2,3,"It works good But I don't like the fact that it doesn't have numbers, I always go over the time I need or it takes too long if I do it manually. It's also too small to fit large plates...."
927,5,0,1,Paint saves a perfectly good microwave She Who Must Be Obeyed was ready to throw the microwave out as the interior was beginning to flake.  A little sand paper and paint and she welcomed it back into Her kitchen.  It feels good to go one up on this disposable society.
928,5,95,106,College Kid I bought this microwave for my college dorm room and their isn't a day that goes by that I regret it!<br /><br />This microwave is relatively quiet and very easy to clean. It is also the perfect amount of watts to keep the university off my back!
930,3,2,3,"good microwave This Microwave is pretty good and very quite. I love the way it looks in the kitchen. However, that being said the reason I am not happy with this item completely is because of the way it was packaged when shipped. They don't box this item right and the corners are all exposed during shipping by the time I got it it was all warped and dented. Luckily it was on the side that you cant see when installed and nothing was damaged except for the optional vent part that came with it. Also, the install directions are very confusing..."
931,3,1,1,"Not worth the expense The light on the clock does not stay lit when micro not in use.  When the door opens and shuts, the liquid in a cup or whatever may spill.  Also when reheating coffee from 7-11 it tips over!"
932,3,2,2,"MICROWAVE CAVITY PAINT 98QBP03 I scraped and cleaned the area really we'll as per instructions, but found that the paint started to peel again after three weeks"
934,4,0,0,Serious Little Microwave This will fit in a small place and has room for a full size dinner plate. It is very sturdy and well made. You could go to Walmart and get a 40 dollar microwave and that might fit the bill. But this will last.
937,5,6,9,"She said My wife does 90% of the cooking in our home and I asked her what she thought of our new GE Cafe Series CSA1201RSS 1.7 cu. ft. Over-the-Range Advantium Speed Oven & Microwave and she said, &#34;I love it. I may never use our regular (range) oven again&#34;. I use it for the usual things that most men use it for. Popcorn, heating coffee, warming left overs and the like and for me, I think it is also great. It reheats just about anything I have tried to just the right temperature. If there are any cons with this appliance, I haven't run across them yet."
938,5,0,0,Perfect Fit! Ordered because my turntable inexplicably shattered after 5 years. This replacement was listed for my model number. Perfect fir. Great price. No problems.
940,5,2,2,"Saved Me a Packet My microwave was rusting out badly and it is an undercabinet attached microwave.  I didn't want to have to buy a new one to fit in that small spot and I didn't want to have to remove the microwave to paint it.  So in a couple of hours, I cleaned the microwave (directions online), covered all surfaces from overspray, and used this paint.  Now I have a new microwave and I keep a clean sock filled with rice in it when it is not being used.  The rice absorbs the moisture so the microwave won't rust again.  I am very happy."
942,5,345,374,"Great Space Saver I have a small kitchen and my old microwave was a full sized microwave that took up a large amount of cabinet space and seemed out of place because of its size.  Shopped around and found this smaller sized unit but was hesitant because it is 700 watts while my old unit was 1000 watts.  However, I have found that cooking time in this unit is insignificantly longer than the old microwave.  A few second for most things.  I don't actually cook in it but use it for warming left overs or frozen snacks, etc.  For my use it is perfect and it is an attractive addition to my kitchen rather than a huge distraction.  If you need a smaller sized microwave, I highly recommend this one."
943,5,0,2,Product was Great! Really enjoyed the drawer type microwave and the auto open feature is a plus.<br />Comes with full warranty even though is is a refurbished model.
946,4,9,12,"Nice for the money. I bought this microwave to fit into a cabinet. So the measurments were most important to me. Other than that, it has everything I want in a microwave oven. Full size to fit big plates. The carousel works great. Easy controls. Several one push buttons for 1min, 2min, 3min, even a 30 sec button. Readouts  are very bright and easy to see. The only problem is the cabinet. When I got this via UPS, it was packed inside of a plain brown box. Inside that box was the box that the microwave was shipped in. In that box was a full surround of think styrofoam blocks along with some plastic and paperwork. When I took it out of all the wrapping, the cabinet was loaded with dents and one side was slightly collapsed. I don't know how this could have happened unless it was done before shipping. But, why would they ship something they knew was so beat up? The only reason I can think of is......people buy them to put in cabinets like I did. I paid 99.00. Great working microwave. Terrible cabinet."
947,5,0,0,"My favorite microwave I was going to say despite its size, this is a wonderful microwave, but then I think the small size is the best part!  I bought it for my small kitchen, and it's not only adorable, it's a kick ass machine.  Love it!"
948,5,0,0,As described Part is as described. Arrived in a timely fashion. Installation was easy. Direct replacement for the magnetron in our 10 year old GE spacemaker. Microwave is working again!
949,1,0,6,"Horrible! Had to return it , received less than half the $ I paid for it.  Bulky, odd shape very difficult to find suitable space for it. Like I had an old TV on my counter. UGLY very .ugly"
950,5,0,0,"great! i was going to replace the microwave, checked it out and found it was the magnetron. ordered this, delivered FAST, fixed it for under a 100 bucks!"
955,5,0,0,"Great product! I really thought our built-in microwave was going to have to be replaced, because of the paint pealing away and rust forming where exposed.  To my amazement this inexpensive product solved my problem with ease.  Remember to have area well vented to the outside and to use a mask.  By using many light sprays you will prevent runs."
956,5,0,0,great microwave I've just had this microwave installed in my new kitchen. I wanted to find one that could go in my island and wouldn't  detract from my new cabinets. It's easy to use and is a great addition to my new kitchen.
957,4,0,0,GE Microwave Oven Magnetron and Diode Kit OM75P Solved my Issues The parts were just what was needed. They were the correct part as identified. There was no variations and therefore installed just like the parts that were removed. Have been working just fine since installed.
958,5,0,0,Microwave Oven This microwave oven was purchased for work.  Everbody likes it.  Never have any problems.  Would purchase the same kind next time.
959,1,2,3,Not working right The microwave is sparking while heating we are sending it back for a replacement will hope it works this time
960,4,1,1,"Works Fine Works, great shipping everthing was good looks really nice above the oven with the microwave if we could a microwave that worked to go with it"
961,5,2,2,"compact and great Microwave that takes half of the space of the previous, fits in the corner and don't interfere with wi-fi!<br />Putting the magnetron beneath the microwave made it compact."
962,2,4,4,"Broken after 4 months I like the form, fits well in the corner of our counter.  Fairly weak strength but adequate for heating up a bowl of food.  Biggest issue is that it is now DEAD! after only 4 months of use.  Still trying to get Whirlpool to fix or replace it but customer service has not been stellar.  Day 5 after contacting them but still trying to reach the person I need."
964,5,0,1,love the drewer We bought this for a new construction and haven't used it yet. It looks great and hope it works just as well.
967,4,61,71,"Good microwave for small kitchens and as for the price The microwave is really OK as for the price; if you don't need to have a 'fancy', big microwave and you use it basically just to warm up dishes - it's perfect!<br />I tried also to thaw meat there or prepare popcorn - it also works well.<br />CONS: a little bit noisy when it's ending preparation; popcorn button doesn't work well - program need to be chosen repeated to make sure popcorn is popped<br />PROS: easy to use; small; built-in kitchen timer; cheap"
968,5,3,3,Does the trick It microwaves leftovers and it fits in the corner with a relatively small footprint.  That's all I ask from it.  Wish it came with a low profile plug but I figured out a way to make it work.
969,5,2,2,"Nice little unit This microwave is excellent for the small household and the person who does not do complex cooking.  It's full-plate size, fine for heat-ups and smaller casserole dishes.  Best of all is the way it fits into a corner.  Yes it takes up space, is not &#34;tiny&#34; but fits under cabinets and leaves you more counter space.  Controls are easy to set.  Haven't had a microwave in years, and somebody suggested this.  I'm happy with it."
973,4,0,0,Microwave Good unit<br />Easy to install as I. Was replacing old unit<br />Color was as expected it to be when opened
974,2,3,5,Damaged The door has a huge dent in it. Makes me suspicious of how &#34;new&#34; the product is or if it is a factory second or something  returned by another purchaser.
975,5,2,2,Excellent for small space This small microwave does everything you need even without lots of bells and whistles.  It fits a corner if necessary and does as good a job as a larger microwave.  It's easy to clean.  I'm so pleased with my decision.
977,4,2,2,nice little microwave Purchased this microwave for my husband's semi truck.  It would not run on the large inverter installed in the truck.  Fought with it for several days until I decided it would work great here at home!!  I love that it takes up so little room on my counter.  It's perfect for the one or two person household!!
980,4,1,1,Compact and Efficient Love this new Microwave; fits perfectly on my small counter and is very efficient for what I need; heating a cup or my heat pad... The only negative I have is that the plastic cover on the bottom front panel is starting to deteriorate already and I've only had it a couple of months... Otherwise love it!
982,5,1,1,"Looks great! This microwave is simple to use, and it works great.  At first I was a little apprehensive about the matt finish on it but once we got it installed, it looks great.  I love it!  My husband and I installed it...we only needed a basic drill, it took a couple of hours but we got it done."
984,5,2,2,Love this microwave! Love this microwave! It heats food & drink up fast. I LOVE LOVE LOVE the compact size! Counter top clutter is one of my pet peeves~so this definitely opens up some counter space. It's so cute too!
986,5,0,1,Touch up Just needed for a touch up<br />But works great!  Will keep<br />On hand if see another chip<br />To be fixed
987,4,5,5,"Just what I wanted This microwave isn't perfect but it's perfect for me. Some folks would think it's a little loud, both while running and the beeper. It takes a little longer to heat than larger units but that's to be expected. Those are minor issues for me. It's just the right size and fits nicely in the dead space of a corner. Has freed up counter top space. It heats frozen food just fine and that's all I use it for. If I were asked what needs improving, I'd like to be able to key in the heating time rather than push the button up and down. And backlighting for the buttons. Overall, it fits my needs."
989,5,4,5,"Very happy My unit arrived quickly and in good order.  Took just a little time for my wife and I to mount this on the wall; the instructions were adequate for setting up the mounts etc.<br /><br />Been working perfectly, can't think of anything to complain about except there was another reviewer who commented on a design flaw of there being no proper cover to the exhaust vent on top; small items could fall into this area.  I would agree with them, though in my case there's nothing above that would fall into it."
990,5,4,4,"Fantastic space saver I was looking for!!! Oh my gosh!!! This is fantastic!! It saved sooooo much counter space. We have a family of 3 and it suits us perfectly. I had one of the big stainless microwaves, just took up so much counter space.<br />Only down side is you cannot type in a specific time for something to heat. You press the start button and it's automatic 30 seconds (press twice, 60...and so on) now that it's been a few weeks, I don't really miss the number bad. I'd rather save the space!!"
991,5,7,8,"OMG! This thing is a knockout!! We've had the big 'ol &#34;over-the-range massive GE microwave that was powerful enough to cook a buffalo and was big enough to fit the beast inside but, when we redesigned our kitchen and put in a new pro-style stove and an elegant curved glass vent over it, that oversized radar box had to go! But what to get to replace it? Looked at all the allegedly compact countertop units and rejected every one of them -- &#34;compact&#34; they were not!<br /><br />And then we found this Whirlpool TV set, er, I mean microwave! Whomever designed this deserves a Nobel Prize for peace, physics and common sense!! It looks just like a cute little old school TV set. Imagine that! A cute microwave oven! But what's even better is how this thing disappears right into the corner of our new countertop. Somehow they figured out how to use the corner to their design advantage and here's the best: you can place a full-size 11&#34; dinner plate inside! How'd they do that??!!<br /><br />Negatives? Nothing terrible. Yes, it's only 750 watts vs the 1200 of our former &#34;beast-master&#34; machine but, as another reviewer said, just 'cause it fits a turkey and has the power to cook it doesn't mean ya should!! We use our microwave for vegetables, eggs, liquids, popcorn -- all of which the new cute Whirlpool TV/microwave thingee will do just fine. Takes an extra 15-30 seconds because of the lower power. That just gives me a little extra time to stare at this awesome box and marvel at how truly cool it is.<br /><br />And speaking of boxes, this is serious out-of-the-box thinking about appliances and how they fit into our lifestyles. Major kudos to Whirlpool for taking the initiative to see things a little different. Steve Jobs would have loved this microwave -- form and style perfectly matched with function. It's time for you other lazy manufacturers to up your game.<br /><br />Bottom line? Outstanding microwave!"
993,5,1,2,Did the trick! Made my 2005 Manufactured GE Spacemaker XL1800 work like new (man! there are a lot of different shells for the XL1800 depending on the year it was made!)! There was a small round diode-like item attached with 2-screws to the side of the original unit and not on the replacement. Simply moving this to the same location on the replacement and connecting things back up did the trick! I also replaced the small included diode that connects to the capacitor...why not? It was there.<br /><br />The whole deal took 2 1/2 hours start to finish - including remounting the unit above the range and going over to a neighbor (thanks neighbor!) to get help removing and remounting the microwave. Lots of videos on the web to help you along the way. Be patient and keep track of your screws!
996,5,2,2,great product This is a great product  Fixed my microwave like it was brand new  I would highly recommend it to anyone who has some paint chipping off the sides or top of their microwave
997,1,0,1,"received dented unit I know I purchased a refurbished unit, but a noticeable dent on the face of it is unacceptable.  I'm returning this unit."
998,5,19,21,"Love it This is a great microwave combination convection oven, the knob dial is actually very nice and initially was hesitant about getting it because of that, but now my wife and I truly love it"
999,4,2,4,super in a small size all the feturers of the big microwaves in a compact size<br />the handle makes it easy to open without spilling food
1000,3,8,10,"Good and bad The price can't be beat, and it has only the features I wanted.  However, it's noisy, and the door is difficult to open.  I practically have to punch the toggle or hold the unit with my left hand, while I push on the switch with my right.  I'm hoping this gets easier over time."
1002,5,3,3,"Best small microwave! We needed a small microwave when we moved into a small condo with very little counter space. Most of the reviews said this was the perfect solution and it is. It takes up very little room, plus it fits easily into a corner. It has a rotating glass tray that holds a standard size dinner plate. It's tall enough to fit a 16 ounce mug with room to spare, but it is shorter than many standard microwaves. It has digital controls that are very simple but work just fine. We're older and actually really appreciate that simplicity. Some things take longer to cook but not by much.<br />If you want all the bells and whistles and to be able to zap things quickly, this is not the microwave for you. On the other hand, if you need a smaller microwave that is easy to use and very sturdy I definitely recommend this one. We love it!"
1004,1,2,2,"Stopped working after 1 week After using the microwave for 1 week, it stopped working.  I just sent it back and waiting for a replacement.  I will give sharp 1 more chance."
1005,5,0,0,"perfect fit We needed a microwave that was not very deep and a bit wider to fit in our cabinet. We struggled to find the right dimensions for our built in cabinet cubby. This one is a perfect fit. I was concerned it would not be powerful enough since the watts are lower than many others, so far it has worked great for our needs. Plus it looks great in the space."
